time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
8.316000,-0.3622,0.1972,-0.2576,0.486
8.321000,-0.2278,0.1167,-0.4284,0.499
8.326000,-0.0937,0.0438,-0.5993,0.608
8.330000,0.0383,-0.0136,-0.7468,0.748
8.337000,0.1393,-0.0503,-0.8499,0.863
8.341000,0.2481,-0.0802,-0.9208,0.957
8.348000,0.3317,-0.0866,-0.8833,0.947
8.351000,0.4382,-0.0555,-0.7059,0.833
8.357000,0.4884,0.0198,-0.4341,0.654
8.362000,0.5036,0.0648,-0.1154,0.521
8.368000,0.4549,0.0932,0.2052,0.508
8.372000,0.3658,0.1332,0.5327,0.660
8.378000,0.2405,0.1460,0.8080,0.856
8.382000,0.1366,0.1548,1.0698,1.090
8.389000,0.0514,0.1326,1.2971,1.305
8.392000,-0.0383,0.1174,1.4496,1.455
8.397000,-0.0802,0.0897,1.5468,1.551
8.407000,-0.1461,0.0758,1.5265,1.535
8.408000,-0.1883,0.0811,1.3646,1.380
8.412000,-0.2162,0.1495,1.0725,1.104
8.419000,-0.2055,0.2219,0.7144,0.776
8.426000,-0.1949,0.3350,0.3543,0.525
8.427000,-0.1723,0.4365,0.0252,0.470
8.433000,-0.1791,0.4937,-0.2780,0.594
8.438000,-0.2153,0.5070,-0.5606,0.786
8.443000,-0.2381,0.5053,-0.7724,0.953
8.447000,-0.2448,0.5367,-0.9138,1.088
8.453000,-0.1898,0.5557,-0.9824,1.144
8.459000,-0.1279,0.6098,-0.9733,1.156
8.463000,-0.0783,0.5769,-0.9248,1.093
8.471000,-0.0263,0.5643,-0.8222,0.998
8.474000,0.0617,0.5191,-0.6749,0.854
8.478000,0.1424,0.5029,-0.4921,0.718
8.492000,0.2305,0.4627,-0.2951,0.595
8.492000,0.3089,0.4222,-0.0910,0.531
8.494000,0.3683,0.3692,0.0632,0.525
8.498000,0.3891,0.2963,0.1915,0.525
8.505000,0.3950,0.2369,0.2439,0.521
8.508000,0.3955,0.1671,0.2801,0.513
8.513000,0.3615,0.0750,0.2094,0.424
8.519000,0.3624,-0.0465,0.1442,0.393
8.525000,0.3914,-0.1618,0.0560,0.427
8.530000,0.4824,-0.2635,-0.0337,0.551
8.534000,0.5715,-0.3254,-0.1585,0.676
8.539000,0.6705,-0.3759,-0.3233,0.834
8.545000,0.7805,-0.4340,-0.4684,1.008
8.549000,0.8940,-0.4396,-0.5987,1.162
8.555000,0.9903,-0.4382,-0.7361,1.309
8.560000,1.0687,-0.3888,-0.8471,1.418
8.564000,1.0552,-0.3747,-0.9417,1.463
8.570000,0.9698,-0.3812,-0.9818,1.432
8.574000,0.8646,-0.4206,-0.9197,1.331
8.579000,0.8852,-0.3968,-0.8703,1.303
8.594000,0.9305,-0.2047,-0.8313,1.264
8.595000,0.8785,0.0078,-0.6762,1.109
8.595000,0.6790,0.2046,-0.4579,0.844
8.602000,0.5277,0.4000,-0.2360,0.703
8.606000,0.4265,0.5148,0.0137,0.669
8.610000,0.2891,0.6130,0.3130,0.747
8.615000,0.1681,0.6919,0.6647,0.974
8.621000,0.0755,0.7672,1.0143,1.274
8.627000,0.0086,0.8218,1.3552,1.585
8.631000,-0.0615,0.8839,1.5846,1.816
8.636000,-0.1034,0.8985,1.6002,1.838
8.642000,-0.2508,0.8558,1.7538,1.968
8.647000,-0.3607,0.7698,1.7801,1.973
8.650000,-0.4696,0.6980,1.6387,1.842
8.656000,-0.6090,0.5571,1.3629,1.593
8.662000,-0.7783,0.4030,0.9714,1.308
8.666000,-0.8478,0.2725,0.5234,1.033
8.672000,-0.8052,0.2405,0.0757,0.844
8.676000,-0.6834,0.2120,-0.3411,0.793
8.683000,-0.5515,0.2114,-0.7011,0.917
8.689000,-0.4286,0.1960,-1.0097,1.114
8.693000,-0.3724,0.1710,-1.2765,1.341
8.697000,-0.3305,0.1123,-1.4181,1.460
8.715000,-0.3751,0.0536,-1.5015,1.549
8.715000,-0.3915,0.0139,-1.6128,1.660
8.716000,-0.3939,-0.0164,-1.6348,1.682
8.717000,-0.3988,-0.0520,-1.5625,1.613
8.722000,-0.3531,-0.0767,-1.4173,1.463
8.726000,-0.2784,-0.1005,-1.2299,1.265
8.731000,-0.1867,-0.1214,-1.0191,1.043
8.736000,-0.1332,-0.1085,-0.8424,0.860
8.743000,-0.0745,-0.1071,-0.6661,0.679
8.748000,-0.0061,-0.0840,-0.4759,0.483
8.753000,0.0550,-0.0179,-0.2931,0.299
8.759000,0.1205,0.0193,-0.1319,0.180
8.764000,0.1472,0.0036,0.0245,0.149
8.770000,0.1709,-0.0246,0.1669,0.240
8.773000,0.2041,-0.0659,0.3314,0.395
8.778000,0.2706,-0.0610,0.5019,0.573
8.789000,0.2963,-0.1017,0.6334,0.707
8.790000,0.3025,-0.1903,0.6160,0.712
8.793000,0.2177,-0.2741,0.4763,0.591
8.798000,0.1330,-0.3526,0.2498,0.452
8.805000,0.1059,-0.3944,-0.0445,0.411
8.808000,0.1460,-0.3847,-0.3854,0.564
8.814000,0.2346,-0.3850,-0.7112,0.842
8.820000,0.3384,-0.3181,-1.0200,1.121
8.827000,0.4841,-0.2788,-1.2933,1.409
8.828000,0.6574,-0.1377,-1.5053,1.648
8.835000,0.7848,0.0385,-1.5152,1.707
8.839000,0.8826,0.2410,-1.4745,1.735
8.844000,0.9333,0.4658,-1.5392,1.859
8.849000,0.9129,0.7369,-1.4393,1.857
8.854000,0.8261,0.9326,-1.2108,1.737
8.863000,0.6963,1.1551,-0.7962,1.566
8.867000,0.5662,1.3104,-0.2883,1.456
8.868000,0.4382,1.4289,0.3039,1.525
8.874000,0.3331,1.4808,0.8687,1.749
8.879000,0.2540,1.5084,1.3996,2.073
8.890000,0.1746,1.4984,2.0650,2.557
8.891000,0.0227,1.4306,2.5979,2.966
8.894000,-0.1453,1.3014,3.0042,3.277
8.899000,-0.3758,1.1148,3.2533,3.459
8.904000,-0.6236,0.8728,3.3699,3.537
8.909000,-0.7617,0.5990,3.2898,3.430
8.914000,-0.7943,0.3997,2.9957,3.125
8.919000,-0.7250,0.2233,2.5302,2.641
8.924000,-0.5716,0.0974,1.9619,2.046
8.929000,-0.3717,0.0089,1.3450,1.395
8.934000,-0.2036,-0.0817,0.6834,0.718
8.940000,-0.0817,-0.2021,0.1725,0.278
8.946000,-0.0234,-0.3078,-0.4354,0.534
8.953000,-0.0026,-0.4050,-0.9736,1.054
8.956000,0.0456,-0.4546,-1.3614,1.436
8.960000,0.0548,-0.4805,-1.5824,1.655
8.965000,0.0800,-0.4401,-1.6366,1.697
8.971000,0.0257,-0.4079,-1.5741,1.626
8.975000,-0.0699,-0.3343,-1.3658,1.408
8.980000,-0.1902,-0.2560,-1.0281,1.076
8.988000,-0.3400,-0.1381,-0.5843,0.690
8.991000,-0.5103,0.0424,-0.0552,0.515
8.996000,-0.6872,0.1983,0.4543,0.847
9.001000,-0.9075,0.2930,0.9141,1.321
9.006000,-1.1388,0.3495,1.2529,1.729
9.011000,-1.3913,0.3604,1.4929,2.072
9.016000,-1.6226,0.3515,1.6343,2.330
9.021000,-1.7924,0.2604,1.6393,2.443
9.027000,-1.9055,0.1326,1.5200,2.441
9.031000,-1.8898,-0.0172,1.2429,2.262
9.036000,-1.7614,-0.1955,0.8435,1.963
9.041000,-1.5602,-0.3273,0.3574,1.634
9.047000,-1.2738,-0.4286,-0.1610,1.354
9.051000,-0.9538,-0.4795,-0.6788,1.265
9.057000,-0.6385,-0.4895,-1.0335,1.310
9.061000,-0.3922,-0.4939,-1.3021,1.447
9.068000,-0.1413,-0.5212,-1.6550,1.741
9.072000,0.0328,-0.5589,-1.9582,2.037
9.077000,0.1594,-0.5900,-2.1741,2.258
9.082000,0.3228,-0.5735,-2.2836,2.377
9.087000,0.5256,-0.5454,-2.3205,2.441
9.093000,0.7033,-0.4527,-2.3041,2.451
9.097000,0.8463,-0.3335,-2.2804,2.455
9.105000,0.9402,-0.2185,-2.1850,2.389
9.112000,0.9900,-0.0983,-1.9723,2.209
9.113000,1.0192,0.0003,-1.6112,1.906
9.126000,1.0896,0.1199,-1.1659,1.600
9.127000,1.1816,0.3150,-0.6889,1.404
9.128000,1.2020,0.5634,-0.1126,1.332
9.133000,1.1601,0.8044,0.4772,1.490
9.138000,1.1231,0.9605,0.9427,1.753
9.144000,1.0285,1.0205,1.5699,2.136
9.149000,0.8752,0.9615,2.0846,2.457
9.153000,0.6954,0.8539,2.4379,2.675
9.159000,0.5414,0.6993,2.6211,2.766
9.165000,0.4086,0.5094,2.6681,2.747
9.169000,0.4176,0.3493,2.5021,2.561
9.174000,0.5746,0.2444,2.0962,2.187
9.178000,0.8022,0.2394,1.5354,1.749
9.190000,1.0925,0.3141,0.9480,1.480
9.197000,1.3892,0.4272,0.3852,1.504
9.197000,1.5852,0.5776,-0.0273,1.687
9.201000,1.6439,0.6330,-0.4153,1.810
9.209000,1.5279,0.6877,-0.8323,1.871
9.210000,1.2766,0.6993,-1.1162,1.834
9.214000,0.9150,0.6225,-1.2840,1.695
9.220000,0.4929,0.5430,-1.2709,1.467
9.225000,0.0336,0.4453,-1.0979,1.185
9.229000,-0.3296,0.3549,-0.8529,0.981
9.236000,-0.6418,0.2899,-0.5207,0.876
9.240000,-0.8349,0.2538,-0.1605,0.887
9.244000,-0.9032,0.2793,0.2261,0.972
9.250000,-0.9205,0.3299,0.5462,1.120
9.255000,-0.9470,0.3862,0.7283,1.256
9.260000,-0.9855,0.3907,0.8015,1.329
9.266000,-1.0799,0.3125,0.7393,1.346
9.271000,-1.1880,0.2050,0.5486,1.325
9.276000,-1.2693,0.0591,0.2746,1.300
9.280000,-1.2731,-0.0724,0.0106,1.275
9.289000,-1.2537,-0.2297,-0.2079,1.291
9.295000,-1.1771,-0.3936,-0.4623,1.324
9.296000,-1.0853,-0.5619,-0.6711,1.394
9.309000,-1.0503,-0.7369,-0.7052,1.464
9.310000,-1.0226,-0.8897,-0.9238,1.640
9.311000,-0.9406,-0.9838,-1.2650,1.858
9.316000,-0.8899,-1.0617,-1.5139,2.052
9.321000,-0.7528,-1.0393,-1.6638,2.101
9.326000,-0.5478,-0.9499,-1.7149,2.035
9.331000,-0.2726,-0.8151,-1.7080,1.912
9.337000,-0.0317,-0.6496,-1.5954,1.723
9.342000,0.1436,-0.4989,-1.3720,1.467
9.347000,0.2390,-0.3398,-1.0184,1.100
9.352000,0.3064,-0.1776,-0.6541,0.744
9.356000,0.2689,-0.0103,-0.2283,0.353
9.362000,0.2025,0.1759,0.1540,0.309
9.367000,0.1498,0.3568,0.5360,0.661
9.372000,0.0944,0.5919,0.9253,1.102
9.378000,0.0461,0.8234,1.3315,1.566
9.382000,0.0336,1.0414,1.6450,1.947
9.388000,-0.0531,1.2381,2.0720,2.414
9.401000,-0.1476,1.3432,2.4408,2.790
9.401000,-0.2414,1.3749,2.7547,3.088
9.402000,-0.4218,1.3108,2.9354,3.242
9.407000,-0.6688,1.1624,2.9527,3.243
9.413000,-0.8757,0.9512,2.7181,3.010
9.418000,-1.0253,0.6685,2.2339,2.547
9.422000,-1.0233,0.3990,1.5740,1.919
9.427000,-0.8348,0.1990,0.8429,1.203
9.433000,-0.4677,0.0597,0.1452,0.493
9.438000,-0.0546,-0.0468,-0.3690,0.376
9.443000,0.3932,-0.1840,-0.9806,1.072
9.448000,0.7949,-0.2887,-1.5253,1.744
9.452000,1.1168,-0.4149,-2.0302,2.354
9.459000,1.3475,-0.5403,-2.4531,2.851
9.464000,1.4862,-0.6474,-2.7565,3.198
9.468000,1.6173,-0.7449,-3.0512,3.533
9.474000,1.6744,-0.8015,-3.1462,3.653
9.478000,1.7849,-0.8196,-3.1017,3.671
9.488000,1.9017,-0.7877,-2.9006,3.557
9.489000,1.9468,-0.7232,-2.4830,3.237
9.501000,1.8482,-0.6513,-1.8983,2.728
9.501000,1.6386,-0.5779,-1.2606,2.147
9.510000,1.3256,-0.5516,-0.7415,1.616
9.511000,0.9029,-0.5823,-0.3594,1.133
9.514000,0.4801,-0.6159,-0.0923,0.786
9.518000,0.1599,-0.5595,0.2949,0.652
9.524000,-0.0286,-0.4524,0.6974,0.832
9.528000,-0.1281,-0.3359,1.0679,1.127
9.536000,-0.1984,-0.2443,1.3759,1.411
9.539000,-0.2684,-0.1682,1.5954,1.627
9.545000,-0.3817,-0.1223,1.6932,1.740
9.549000,-0.5244,-0.0869,1.6285,1.713
9.554000,-0.7045,-0.0466,1.3982,1.566
9.559000,-0.8765,0.0142,1.0447,1.364
9.565000,-0.9945,0.1060,0.6796,1.209
9.569000,-0.9715,0.2318,0.4126,1.081
9.575000,-0.8741,0.3967,0.2335,0.988
9.580000,-0.8359,0.5680,0.0605,1.012
9.587000,-0.8023,0.6984,-0.0687,1.066
9.590000,-0.8623,0.8289,-0.1640,1.207
9.595000,-0.9543,0.9498,-0.1679,1.357
9.599000,-1.0643,1.0969,-0.0828,1.531
9.621000,-1.2174,1.1715,0.0772,1.691
9.622000,-1.3826,1.2160,0.2528,1.859
9.622000,-1.5110,1.1290,0.4423,1.937
9.623000,-1.4898,1.0033,0.5914,1.891
9.626000,-1.4021,0.9169,0.7940,1.854
9.630000,-1.1776,0.8692,1.0050,1.776
9.635000,-0.8372,0.7838,1.0260,1.539
9.641000,-0.4977,0.6705,0.9336,1.253
9.646000,-0.2206,0.5940,0.7899,1.013
9.653000,0.0301,0.5142,0.5922,0.785
9.656000,0.2448,0.3864,0.3353,0.567
9.661000,0.4283,0.2590,0.0545,0.504
9.665000,0.5684,0.0850,-0.2003,0.609
9.671000,0.6990,-0.0565,-0.4056,0.810
9.678000,0.8756,-0.1824,-0.5110,1.030
9.681000,1.0437,-0.2522,-0.5285,1.197
9.689000,1.2060,-0.3188,-0.4557,1.328
9.692000,1.3146,-0.3752,-0.4024,1.425
9.697000,1.3625,-0.4290,-0.3183,1.464
9.711000,1.3885,-0.4686,-0.1720,1.475
9.712000,1.4069,-0.4826,-0.0156,1.487
9.712000,1.3942,-0.4953,0.1247,1.485
9.720000,1.3644,-0.5381,0.2707,1.491
9.723000,1.3175,-0.5274,0.3866,1.471
9.728000,1.2295,-0.4990,0.5060,1.420
9.732000,1.0855,-0.4314,0.5449,1.289
9.737000,0.9331,-0.3551,0.5031,1.118
9.744000,0.7456,-0.2865,0.4403,0.912
9.748000,0.5441,-0.2182,0.3729,0.695
9.753000,0.3454,-0.1288,0.3250,0.491
9.758000,0.1562,-0.0755,0.2773,0.327
9.763000,-0.0451,-0.0725,0.1987,0.216
9.770000,-0.2638,-0.0866,0.0844,0.290
9.773000,-0.4666,-0.1127,-0.0271,0.481
9.777000,-0.6198,-0.1294,-0.1528,0.651
9.784000,-0.7329,-0.1175,-0.2758,0.792
9.788000,-0.8082,-0.1200,-0.4105,0.914
9.794000,-0.8601,-0.1201,-0.5523,1.029
9.798000,-0.8934,-0.1128,-0.7228,1.155
9.807000,-0.9395,-0.1144,-0.9269,1.325
9.817000,-0.9508,-0.1222,-1.1270,1.480
9.818000,-0.9489,-0.0948,-1.3353,1.641
9.819000,-0.8886,-0.0413,-1.3969,1.656
9.832000,-0.7742,0.0316,-1.5085,1.696
9.833000,-0.5642,0.1696,-1.4980,1.610
9.834000,-0.3564,0.2935,-1.3366,1.414
9.839000,-0.1837,0.3646,-1.0316,1.109
9.844000,-0.0922,0.3729,-0.6901,0.790
9.849000,-0.1043,0.3297,-0.3738,0.509
9.854000,-0.1603,0.2679,-0.0463,0.316
9.858000,-0.1956,0.2322,0.3193,0.441
9.864000,-0.2460,0.1811,0.6781,0.744
9.870000,-0.2829,0.0925,1.0020,1.045
9.875000,-0.3092,-0.0416,1.1625,1.204
9.878000,-0.2936,-0.1926,1.2197,1.269
9.886000,-0.2163,-0.2963,1.2936,1.345
9.889000,-0.0813,-0.3643,1.2380,1.293
9.894000,0.1094,-0.3626,1.0813,1.146
9.901000,0.3034,-0.3360,0.8327,0.948
9.906000,0.4674,-0.2451,0.5248,0.744
9.909000,0.5461,-0.1797,0.1856,0.604
9.914000,0.5898,-0.1201,-0.0947,0.609
9.924000,0.5982,-0.0609,-0.3044,0.674
9.924000,0.6002,0.0554,-0.3554,0.700
9.930000,0.6391,0.1470,-0.2665,0.708
9.935000,0.6337,0.2254,-0.0473,0.674
9.940000,0.5500,0.2830,0.1830,0.645
9.945000,0.4020,0.3264,0.4439,0.682
9.950000,0.2108,0.3552,0.6688,0.786
9.954000,0.0118,0.3568,0.8821,0.952
9.960000,-0.1835,0.3428,1.0675,1.136
9.965000,-0.3182,0.2795,1.1868,1.260
9.970000,-0.4206,0.2289,1.2355,1.325
9.975000,-0.4239,0.1381,1.2068,1.287
9.980000,-0.3805,0.0527,1.1341,1.197
9.989000,-0.3192,-0.0556,0.9265,0.981
9.991000,-0.2804,-0.1959,0.6051,0.695
9.996000,-0.2044,-0.3268,0.1887,0.429
10.002000,-0.1435,-0.4309,-0.2441,0.516
10.006000,-0.0298,-0.5289,-0.6175,0.814
10.010000,0.1664,-0.5729,-0.8743,1.058
10.018000,0.3932,-0.5916,-1.0194,1.242
10.022000,0.5693,-0.6278,-1.0794,1.372
10.027000,0.6992,-0.6672,-1.1167,1.477
10.032000,0.7297,-0.6929,-1.1361,1.518
10.036000,0.7057,-0.7117,-1.1547,1.529
10.042000,0.6486,-0.7116,-1.1153,1.473
10.048000,0.6302,-0.6329,-0.9507,1.304
10.053000,0.6390,-0.5315,-0.6343,1.046
10.057000,0.6204,-0.4631,-0.1849,0.796
10.063000,0.5478,-0.4599,0.2405,0.755
10.066000,0.4779,-0.4676,0.6450,0.929
10.072000,0.3629,-0.4629,0.9883,1.150
10.077000,0.2452,-0.4557,1.2349,1.339
10.083000,0.1270,-0.4487,1.3804,1.457
10.089000,0.0348,-0.4082,1.4677,1.524
10.093000,-0.0649,-0.3271,1.4970,1.534
10.097000,-0.1503,-0.2627,1.4682,1.499
10.107000,-0.2072,-0.2003,1.3835,1.413
10.107000,-0.2522,-0.2134,1.2162,1.260
10.113000,-0.2954,-0.2225,0.9757,1.043
10.118000,-0.2887,-0.1743,0.7021,0.779
10.123000,-0.2966,-0.0969,0.4380,0.538
10.128000,-0.2846,-0.0283,0.2524,0.381
10.132000,-0.2817,0.0655,0.1235,0.314
10.138000,-0.3746,0.1076,0.0465,0.392
10.144000,-0.4733,0.0741,-0.0743,0.485
10.147000,-0.6120,0.0007,-0.1906,0.641
10.154000,-0.7572,-0.1061,-0.2638,0.809
10.158000,-0.8319,-0.1818,-0.3057,0.905
10.164000,-0.8550,-0.2435,-0.3783,0.966
10.168000,-0.8310,-0.3296,-0.5078,1.028
10.174000,-0.7714,-0.3970,-0.6797,1.102
10.178000,-0.6497,-0.4622,-0.8798,1.187
10.185000,-0.5398,-0.5299,-1.0915,1.328
10.190000,-0.4153,-0.5735,-1.2505,1.437
10.193000,-0.3167,-0.5852,-1.3977,1.548
10.198000,-0.1343,-0.5812,-1.6464,1.751
10.214000,0.0507,-0.5508,-1.8226,1.905
10.216000,0.2243,-0.4480,-1.9412,2.005
10.216000,0.4155,-0.3466,-1.9454,2.019
10.222000,0.5571,-0.2154,-1.8185,1.914
10.225000,0.6321,-0.1316,-1.5864,1.713
10.230000,0.6594,-0.0913,-1.2415,1.409
10.237000,0.6079,-0.1263,-0.7927,1.007
10.240000,0.5448,-0.1779,-0.2705,0.634
10.244000,0.4993,-0.2182,0.2375,0.594
10.250000,0.4667,-0.2412,0.7223,0.893
10.254000,0.4089,-0.2545,1.0052,1.115
10.260000,0.3809,-0.2661,1.2948,1.376
10.266000,0.3112,-0.2689,1.5794,1.632
10.270000,0.2490,-0.2417,1.7205,1.755
10.276000,0.1528,-0.2199,1.7537,1.774
10.280000,0.0603,-0.2099,1.6022,1.617
10.287000,-0.0143,-0.1609,1.4041,1.413
10.290000,-0.0399,-0.0886,1.1470,1.151
10.296000,-0.0375,-0.0138,0.8613,0.862
10.301000,-0.0213,0.0308,0.5849,0.586
10.306000,0.0425,0.0764,0.3558,0.366
10.310000,0.0974,0.1210,0.2359,0.282
10.315000,0.1574,0.1736,0.2014,0.309
10.328000,0.1918,0.2294,0.1951,0.357
10.329000,0.1708,0.2354,0.1955,0.350
10.331000,0.0654,0.2053,0.1914,0.288
10.335000,-0.0289,0.1295,0.1684,0.214
10.341000,-0.1069,0.0721,0.1435,0.193
10.348000,-0.1426,0.0046,0.1074,0.179
10.352000,-0.1333,-0.0709,0.0264,0.153
10.356000,-0.0861,-0.1327,-0.1184,0.198
10.361000,0.0064,-0.1754,-0.2988,0.346
10.369000,0.0939,-0.2510,-0.5271,0.591
10.372000,0.2170,-0.2944,-0.7775,0.859
10.378000,0.3567,-0.2691,-0.9596,1.059
10.383000,0.4844,-0.2683,-1.1190,1.248
10.387000,0.5880,-0.2821,-1.1747,1.344
10.392000,0.6850,-0.3370,-1.1720,1.399
10.398000,0.7634,-0.3783,-1.0390,1.344
10.402000,0.7831,-0.4260,-0.8494,1.231
10.409000,0.7940,-0.5142,-0.6218,1.132
10.412000,0.7434,-0.6076,-0.3869,1.035
10.417000,0.6910,-0.6804,-0.1945,0.989
10.432000,0.6226,-0.7451,-0.0418,0.972
10.433000,0.5811,-0.7921,0.0880,0.986
10.433000,0.5188,-0.8311,0.1281,0.988
10.437000,0.4955,-0.8307,0.1117,0.974
10.443000,0.4655,-0.8334,0.0313,0.955
10.449000,0.4552,-0.8073,-0.0921,0.931
10.454000,0.4695,-0.6777,-0.1681,0.841
10.458000,0.5041,-0.5040,-0.1539,0.729
10.463000,0.5685,-0.3199,-0.0786,0.657
10.468000,0.5547,-0.1707,0.0556,0.583
10.474000,0.4789,-0.0472,0.2440,0.540
10.479000,0.3575,0.0264,0.4414,0.569
10.484000,0.1806,0.1073,0.6408,0.674
10.491000,0.0251,0.1592,0.8663,0.881
10.493000,-0.0921,0.2486,1.1376,1.168
10.498000,-0.1636,0.3557,1.4191,1.472
10.514000,-0.2421,0.4440,1.6467,1.723
10.515000,-0.3382,0.4369,1.7705,1.855
10.515000,-0.4450,0.4325,1.8000,1.904
10.521000,-0.5607,0.4071,1.6755,1.813
10.524000,-0.7022,0.3923,1.5092,1.710
10.528000,-0.7547,0.3741,1.2625,1.518
10.534000,-0.7536,0.2980,0.9807,1.272
10.539000,-0.7318,0.2220,0.6777,1.022
10.545000,-0.6409,0.1466,0.3485,0.744
10.550000,-0.5215,0.0508,0.0284,0.525
10.555000,-0.3826,0.0021,-0.2375,0.450
10.559000,-0.2310,-0.0497,-0.4398,0.499
10.565000,-0.1028,-0.0778,-0.5884,0.602
10.571000,-0.0341,-0.1062,-0.7050,0.714
10.575000,-0.0156,-0.1875,-0.7609,0.784
10.580000,-0.0096,-0.2455,-0.7535,0.793
10.585000,-0.0256,-0.2923,-0.6780,0.739
10.589000,-0.0303,-0.3574,-0.5339,0.643
10.595000,0.0130,-0.4340,-0.3591,0.563
10.601000,0.0757,-0.4748,-0.1533,0.505
10.607000,0.1773,-0.4779,0.0384,0.511
10.610000,0.2361,-0.5080,0.1683,0.585
10.615000,0.2758,-0.5462,0.2245,0.652
10.628000,0.3181,-0.5351,0.2743,0.680
10.629000,0.3752,-0.5080,0.3127,0.705
10.631000,0.4422,-0.5058,0.3303,0.749
10.635000,0.5197,-0.4830,0.3581,0.795
10.640000,0.5791,-0.4756,0.4034,0.851
10.647000,0.5652,-0.5053,0.4041,0.859
10.651000,0.5157,-0.5047,0.3387,0.797
10.655000,0.4207,-0.5118,0.1875,0.689
10.662000,0.3403,-0.4520,0.0414,0.567
10.665000,0.2628,-0.3583,-0.0618,0.449
10.671000,0.2485,-0.2068,-0.0769,0.332
10.677000,0.2760,-0.0429,-0.0302,0.281
10.682000,0.2253,0.0854,0.0519,0.246
10.687000,0.1268,0.1806,0.1096,0.246
10.691000,-0.0396,0.2232,0.1504,0.272
10.697000,-0.2073,0.2541,0.1837,0.376
10.708000,-0.3356,0.3042,0.2408,0.513
10.709000,-0.4121,0.3302,0.3577,0.638
10.712000,-0.4532,0.3363,0.4749,0.738
10.716000,-0.4301,0.2983,0.5617,0.768
10.730000,-0.4363,0.2211,0.5775,0.757
10.731000,-0.4479,0.1287,0.5031,0.686
10.732000,-0.4340,0.0143,0.3455,0.555
10.737000,-0.4088,-0.0617,0.1595,0.443
10.742000,-0.3674,-0.0870,-0.0578,0.382
10.748000,-0.3122,-0.1425,-0.2491,0.424
10.752000,-0.2572,-0.1921,-0.3979,0.511
10.757000,-0.1977,-0.2860,-0.5450,0.646
10.763000,-0.1480,-0.3500,-0.6618,0.763
10.768000,-0.0863,-0.4296,-0.6931,0.820
10.772000,-0.0123,-0.4768,-0.7133,0.858
10.777000,0.0722,-0.5088,-0.6624,0.838
10.784000,0.1409,-0.5208,-0.5763,0.789
10.790000,0.1821,-0.5251,-0.4548,0.718
10.792000,0.2027,-0.5435,-0.3169,0.661
10.798000,0.1903,-0.5522,-0.2032,0.618
10.814000,0.1375,-0.5609,-0.0704,0.582
10.816000,0.0707,-0.5676,0.0457,0.574
10.816000,0.0403,-0.5651,0.1908,0.598
10.822000,0.0268,-0.5441,0.2859,0.615
10.824000,0.0114,-0.4734,0.3741,0.603
10.828000,-0.0133,-0.4055,0.4338,0.594
10.834000,-0.0402,-0.3142,0.4866,0.581
10.839000,-0.0624,-0.2376,0.5036,0.560
10.844000,-0.1015,-0.1160,0.5352,0.557
10.849000,-0.1365,-0.0496,0.5404,0.560
10.855000,-0.1914,0.0309,0.5386,0.572
10.859000,-0.2037,0.1137,0.5584,0.605
10.865000,-0.2068,0.1840,0.6047,0.665
10.870000,-0.1866,0.2586,0.6441,0.719
10.874000,-0.1933,0.3013,0.6504,0.742
10.879000,-0.2372,0.2907,0.6190,0.724
10.885000,-0.2796,0.2510,0.5186,0.640
10.890000,-0.2728,0.2300,0.3971,0.534
10.894000,-0.2284,0.2352,0.2759,0.428
10.900000,-0.1224,0.2116,0.1764,0.301
10.908000,-0.0262,0.1831,0.0771,0.200
10.910000,0.0693,0.1229,-0.0600,0.153
10.914000,0.1543,0.0371,-0.1913,0.249
10.931000,0.1908,-0.0687,-0.3219,0.380
10.931000,0.2243,-0.1684,-0.4685,0.546
10.932000,0.2791,-0.2569,-0.5718,0.686
10.936000,0.3625,-0.3060,-0.6272,0.786
10.941000,0.4151,-0.3755,-0.5995,0.820
10.946000,0.4990,-0.4391,-0.5511,0.863
10.951000,0.5740,-0.4852,-0.4844,0.894
10.955000,0.6308,-0.5184,-0.3830,0.902
10.961000,0.6695,-0.4915,-0.2448,0.866
10.966000,0.6932,-0.4525,-0.0749,0.831
10.972000,0.6421,-0.3851,0.1291,0.760
10.976000,0.5087,-0.3560,0.3051,0.692
10.980000,0.3506,-0.3723,0.4843,0.704
10.986000,0.1652,-0.3484,0.6743,0.777
10.991000,0.0238,-0.3327,0.8846,0.945
10.996000,-0.1142,-0.3136,1.0633,1.114
11.000000,-0.2158,-0.2914,1.2084,1.262
11.009000,-0.3338,-0.2949,1.2586,1.335
11.011000,-0.4774,-0.3047,1.2241,1.349
11.016000,-0.5776,-0.3278,1.1246,1.306
11.029000,-0.6609,-0.3210,0.9556,1.205
11.030000,-0.7174,-0.3032,0.7600,1.088
11.032000,-0.7355,-0.2766,0.5451,0.956
11.037000,-0.7179,-0.2598,0.3108,0.824
11.042000,-0.7052,-0.2500,0.0735,0.752
11.047000,-0.6784,-0.2039,-0.1578,0.726
11.052000,-0.6781,-0.1237,-0.3761,0.785
11.057000,-0.6829,-0.0401,-0.5677,0.889
11.062000,-0.6907,0.0305,-0.7095,0.991
11.067000,-0.6849,0.1263,-0.7780,1.044
11.072000,-0.7035,0.2161,-0.7429,1.046
11.078000,-0.6897,0.2379,-0.6643,0.987
11.083000,-0.6462,0.2655,-0.5446,0.886
