time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.854000,-0.1878,0.2376,1.0336,1.077
13.861000,-0.2221,0.0964,0.7813,0.818
13.866000,-0.2160,-0.0240,0.4965,0.542
13.869000,-0.1812,-0.1329,0.1885,0.293
13.874000,-0.1412,-0.2463,-0.1405,0.317
13.879000,-0.1098,-0.3115,-0.4623,0.568
13.885000,-0.0752,-0.3949,-0.7697,0.868
13.890000,-0.0637,-0.4459,-1.0609,1.153
13.900000,-0.0779,-0.4976,-1.3386,1.430
13.902000,-0.1181,-0.5306,-1.5526,1.645
13.904000,-0.1318,-0.5832,-1.6339,1.740
13.914000,-0.1377,-0.5930,-1.6878,1.794
13.915000,-0.0782,-0.5625,-1.7049,1.797
13.920000,-0.0270,-0.5039,-1.5797,1.658
13.925000,0.0257,-0.4269,-1.4033,1.467
13.929000,0.0004,-0.3535,-1.1705,1.223
13.936000,-0.0702,-0.3055,-0.9531,1.003
13.940000,-0.1915,-0.2353,-0.7270,0.788
13.946000,-0.3084,-0.1553,-0.4607,0.576
13.950000,-0.3782,-0.0539,-0.1373,0.406
13.955000,-0.4196,0.0635,0.1741,0.459
13.960000,-0.4451,0.1221,0.4932,0.675
13.965000,-0.4711,0.1791,0.7508,0.904
13.971000,-0.4740,0.2199,0.9544,1.088
13.977000,-0.4872,0.2301,1.0130,1.147
13.981000,-0.4967,0.2650,1.0871,1.224
13.985000,-0.5261,0.2936,1.1165,1.269
13.993000,-0.4941,0.3018,1.1349,1.274
13.997000,-0.4653,0.3157,1.0825,1.220
14.002000,-0.4110,0.3024,1.0212,1.142
14.005000,-0.3549,0.2669,0.9078,1.011
14.014000,-0.2706,0.2261,0.7806,0.857
14.017000,-0.1890,0.2187,0.6441,0.706
14.021000,-0.1098,0.1992,0.5102,0.559
14.027000,-0.0690,0.1702,0.3718,0.415
14.033000,-0.0135,0.1439,0.2405,0.281
14.037000,0.0159,0.0963,0.1115,0.148
14.042000,0.0648,0.1020,0.0231,0.123
14.047000,0.1074,0.0820,-0.0346,0.139
14.052000,0.1986,0.1296,-0.0448,0.241
14.056000,0.2450,0.1708,-0.0220,0.299
14.062000,0.2583,0.2032,0.0096,0.329
14.068000,0.2306,0.2365,0.0382,0.333
14.072000,0.1979,0.2895,0.0807,0.360
14.077000,0.1647,0.3216,0.2111,0.418
14.083000,0.1314,0.3129,0.3557,0.492
14.088000,0.1003,0.2823,0.5051,0.587
14.093000,0.0550,0.2052,0.6385,0.673
14.097000,0.0026,0.1198,0.7200,0.730
14.104000,-0.0547,0.0089,0.7021,0.704
14.108000,-0.1001,-0.1177,0.6231,0.642
14.113000,-0.1146,-0.1954,0.4497,0.504
14.121000,-0.1220,-0.2477,0.2174,0.351
14.123000,-0.1172,-0.3243,-0.0716,0.352
14.137000,-0.1095,-0.3699,-0.3506,0.521
14.139000,-0.0699,-0.4249,-0.5743,0.718
14.139000,-0.0175,-0.4437,-0.7619,0.882
14.144000,0.0240,-0.4453,-0.8731,0.980
14.149000,-0.0350,-0.4721,-1.0256,1.130
14.153000,-0.0871,-0.4710,-1.2795,1.366
14.161000,-0.1083,-0.4198,-1.4820,1.544
14.164000,-0.1174,-0.3259,-1.5544,1.593
14.169000,-0.0925,-0.2058,-1.5136,1.530
14.173000,-0.0815,-0.1271,-1.3761,1.384
14.179000,-0.1039,-0.0662,-1.2111,1.217
14.184000,-0.1624,-0.0522,-0.9873,1.002
14.189000,-0.2162,-0.0739,-0.7184,0.754
14.197000,-0.2680,-0.0651,-0.4279,0.509
14.199000,-0.2674,-0.0262,-0.1539,0.310
14.204000,-0.2907,-0.0150,0.0969,0.307
14.222000,-0.2949,0.0018,0.2840,0.409
14.223000,-0.2848,0.0290,0.4313,0.518
14.225000,-0.2819,0.0593,0.5102,0.586
14.225000,-0.2534,0.0715,0.5349,0.596
14.229000,-0.2398,0.0614,0.4669,0.528
14.235000,-0.2170,0.0700,0.3873,0.449
14.240000,-0.2019,0.0976,0.2864,0.364
14.246000,-0.1655,0.1304,0.1876,0.282
14.251000,-0.1316,0.1496,0.0908,0.219
14.255000,-0.0900,0.2104,0.0628,0.237
14.261000,-0.0407,0.2575,0.1013,0.280
14.267000,-0.0220,0.3289,0.2255,0.399
14.271000,-0.0149,0.3644,0.3471,0.504
14.276000,-0.0534,0.4143,0.4565,0.619
14.282000,-0.1691,0.4664,0.5157,0.716
14.286000,-0.2763,0.4775,0.5582,0.785
14.291000,-0.3532,0.4859,0.5770,0.833
14.296000,-0.4001,0.4816,0.5890,0.860
14.302000,-0.4648,0.4458,0.5272,0.832
14.306000,-0.4706,0.3568,0.4133,0.721
14.313000,-0.4172,0.2365,0.2686,0.550
14.316000,-0.3594,0.1306,0.1003,0.395
14.321000,-0.2034,0.0368,-0.0941,0.227
14.332000,-0.0090,0.0034,-0.2886,0.289
14.333000,0.1526,-0.0769,-0.4715,0.501
14.336000,0.2789,-0.1033,-0.6095,0.678
14.342000,0.4087,-0.1380,-0.7125,0.833
14.347000,0.5397,-0.1615,-0.7327,0.924
14.351000,0.6769,-0.1501,-0.6916,0.979
14.355000,0.7412,-0.1231,-0.5703,0.943
14.362000,0.7661,-0.0614,-0.4045,0.869
14.369000,0.7751,-0.0013,-0.2131,0.804
14.371000,0.7461,0.0640,0.0470,0.750
14.377000,0.6383,0.1244,0.3354,0.732
14.382000,0.5306,0.1797,0.5783,0.805
14.387000,0.3846,0.2318,0.8214,0.936
14.392000,0.2770,0.2684,1.0745,1.142
14.397000,0.1527,0.3032,1.3119,1.355
14.403000,0.0667,0.3068,1.5101,1.542
14.407000,-0.0150,0.3152,1.5782,1.609
14.413000,-0.1069,0.2759,1.5544,1.582
14.416000,-0.1707,0.2758,1.4314,1.468
14.422000,-0.2201,0.2767,1.2976,1.345
14.435000,-0.2146,0.3267,1.1838,1.247
14.436000,-0.2283,0.3399,1.0183,1.098
14.438000,-0.2860,0.2783,0.7553,0.854
14.446000,-0.4119,0.2073,0.4041,0.613
14.447000,-0.4934,0.1227,0.0744,0.514
14.453000,-0.4792,0.0896,-0.1745,0.518
14.458000,-0.3899,0.1054,-0.2970,0.501
14.463000,-0.2683,0.1199,-0.3508,0.458
14.469000,-0.2276,0.0970,-0.4171,0.485
14.472000,-0.2396,0.0345,-0.5271,0.580
14.479000,-0.3026,-0.0412,-0.6592,0.727
14.485000,-0.3619,-0.0486,-0.7634,0.846
14.489000,-0.3380,-0.0237,-0.7872,0.857
14.496000,-0.2974,0.0096,-0.7161,0.775
14.500000,-0.2322,0.0458,-0.5953,0.641
14.504000,-0.1687,0.0390,-0.4221,0.456
14.524000,-0.1364,-0.0207,-0.2871,0.319
14.525000,-0.1680,-0.0826,-0.1984,0.273
14.526000,-0.2236,-0.1872,-0.1742,0.340
14.526000,-0.2532,-0.2533,-0.1808,0.401
14.532000,-0.2499,-0.2789,-0.1871,0.419
14.535000,-0.2303,-0.3188,-0.2216,0.451
14.538000,-0.1772,-0.3704,-0.2201,0.466
14.545000,-0.1170,-0.3957,-0.2397,0.477
14.550000,-0.0349,-0.3949,-0.2187,0.453
14.555000,0.0407,-0.4153,-0.2146,0.469
14.561000,0.1193,-0.3663,-0.1964,0.432
14.566000,0.1512,-0.3080,-0.1407,0.371
14.569000,0.1526,-0.2116,-0.0548,0.267
14.575000,0.0877,-0.0847,0.0466,0.131
14.580000,-0.0483,-0.0273,0.1540,0.164
14.585000,-0.2225,0.0346,0.2508,0.337
14.590000,-0.3493,0.0411,0.3398,0.489
14.596000,-0.4527,0.0114,0.4617,0.647
14.600000,-0.4632,0.0023,0.5927,0.752
14.605000,-0.4096,-0.0055,0.7117,0.821
14.616000,-0.2752,0.0043,0.7855,0.832
14.616000,-0.1623,0.0602,0.7981,0.817
14.620000,-0.0117,0.1058,0.7788,0.786
14.626000,0.0582,0.1792,0.6740,0.700
14.630000,0.1425,0.2235,0.5386,0.600
14.636000,0.1404,0.2894,0.3818,0.499
14.640000,0.1116,0.3675,0.2296,0.447
14.646000,0.0461,0.4312,0.0979,0.445
14.652000,-0.0219,0.4881,-0.0142,0.489
14.655000,-0.0782,0.5644,-0.0858,0.576
14.661000,-0.1350,0.6147,-0.1288,0.642
14.667000,-0.1737,0.6484,-0.1339,0.684
14.672000,-0.2114,0.6133,-0.1724,0.671
14.675000,-0.2074,0.5357,-0.2225,0.616
14.684000,-0.1808,0.4162,-0.3102,0.550
14.687000,-0.1002,0.3165,-0.3687,0.496
14.692000,0.0272,0.1791,-0.3858,0.426
14.698000,0.2017,0.0493,-0.4237,0.472
14.701000,0.3665,-0.1038,-0.4964,0.626
14.706000,0.4815,-0.2751,-0.6203,0.832
14.721000,0.5968,-0.3909,-0.7356,1.025
14.722000,0.6625,-0.4516,-0.7427,1.093
14.722000,0.6258,-0.5451,-0.8780,1.208
14.727000,0.6154,-0.5965,-1.1339,1.421
14.731000,0.5342,-0.6457,-1.3605,1.598
14.737000,0.5259,-0.6615,-1.4585,1.686
14.743000,0.5993,-0.6153,-1.4775,1.709
14.747000,0.6434,-0.5049,-1.4024,1.623
14.752000,0.6800,-0.4045,-1.2308,1.463
14.762000,0.6398,-0.2903,-0.9676,1.196
14.763000,0.5194,-0.1844,-0.6221,0.831
14.768000,0.3564,-0.1016,-0.2681,0.457
14.772000,0.1692,-0.0427,0.1189,0.211
14.778000,-0.0303,0.0058,0.5203,0.521
14.783000,-0.2110,0.0192,0.9296,0.953
14.789000,-0.3658,0.0230,1.2659,1.318
14.795000,-0.5189,0.0046,1.4128,1.505
14.798000,-0.7183,-0.0123,1.5475,1.706
14.803000,-0.8758,-0.0660,1.5338,1.767
14.808000,-0.9913,-0.0818,1.3667,1.690
14.814000,-1.0553,-0.0754,1.0623,1.499
14.819000,-0.9997,-0.0267,0.7134,1.228
14.825000,-0.8673,0.0870,0.3719,0.948
14.831000,-0.7317,0.1945,0.0849,0.762
14.834000,-0.5693,0.3085,-0.1719,0.670
14.838000,-0.4785,0.3695,-0.3559,0.702
14.848000,-0.4646,0.4356,-0.4555,0.783
14.850000,-0.4798,0.5426,-0.4614,0.859
14.854000,-0.5483,0.6232,-0.3447,0.899
14.861000,-0.6344,0.7294,-0.1124,0.973
14.864000,-0.7362,0.8149,0.1476,1.108
14.868000,-0.8542,0.7975,0.4431,1.250
14.875000,-0.9479,0.7266,0.6768,1.373
14.880000,-0.9938,0.6229,0.8492,1.448
14.884000,-0.9604,0.4957,0.9368,1.430
14.890000,-0.8666,0.3376,0.9089,1.300
14.895000,-0.7090,0.1559,0.7608,1.052
14.901000,-0.4774,-0.0323,0.4898,0.685
14.904000,-0.2503,-0.1880,0.1389,0.343
14.913000,-0.0513,-0.3274,-0.2350,0.406
14.915000,0.1726,-0.4450,-0.6205,0.783
14.920000,0.3833,-0.5183,-0.9727,1.167
14.925000,0.5499,-0.5662,-1.2682,1.494
14.935000,0.6557,-0.5760,-1.4453,1.688
14.935000,0.7315,-0.5616,-1.5500,1.804
14.941000,0.7941,-0.4771,-1.6640,1.904
14.947000,0.8078,-0.3752,-1.5841,1.817
14.950000,0.7321,-0.2684,-1.3221,1.535
14.955000,0.5885,-0.2033,-0.9084,1.101
14.961000,0.3857,-0.2023,-0.4573,0.632
14.966000,0.1733,-0.2713,-0.0230,0.323
14.970000,-0.0514,-0.3348,0.3521,0.489
14.977000,-0.1973,-0.3838,0.7143,0.834
14.981000,-0.2856,-0.4122,1.0018,1.120
14.987000,-0.3144,-0.4321,1.1791,1.295
14.991000,-0.3408,-0.4508,1.1889,1.316
14.996000,-0.3507,-0.4940,1.0790,1.237
15.002000,-0.3415,-0.5176,0.8176,1.026
15.006000,-0.2912,-0.4942,0.5141,0.770
15.013000,-0.1781,-0.4135,0.1775,0.484
15.016000,-0.0597,-0.2794,-0.0827,0.297
15.021000,0.0134,-0.1750,-0.3605,0.401
15.038000,0.0529,-0.0229,-0.5416,0.545
15.039000,0.0176,0.1104,-0.6432,0.653
15.039000,0.0154,0.2728,-0.6465,0.702
15.042000,-0.0111,0.4351,-0.4388,0.618
15.047000,-0.0141,0.5892,-0.1105,0.600
15.051000,-0.0461,0.6910,0.2912,0.751
15.056000,-0.0957,0.7348,0.6879,1.011
15.062000,-0.1466,0.7243,1.0566,1.289
15.067000,-0.1797,0.6946,1.3454,1.525
15.071000,-0.2070,0.6329,1.5119,1.652
15.078000,-0.1641,0.5247,1.5251,1.621
15.084000,-0.1228,0.3824,1.3854,1.442
15.088000,-0.0300,0.2374,1.0708,1.097
15.095000,0.0882,0.0836,0.6266,0.638
15.097000,0.2736,-0.0687,0.1167,0.305
15.103000,0.4742,-0.1538,-0.3638,0.617
15.108000,0.6880,-0.2451,-0.8228,1.100
15.114000,0.8841,-0.3037,-1.2057,1.526
15.118000,0.9930,-0.3625,-1.5324,1.862
15.123000,1.0695,-0.4113,-1.7936,2.128
15.131000,1.0702,-0.4547,-1.9181,2.243
15.133000,1.0863,-0.4565,-2.0137,2.333
15.138000,1.1057,-0.4171,-1.9823,2.308
15.155000,1.1030,-0.4159,-1.7591,2.118
15.156000,1.0641,-0.4085,-1.3986,1.804
15.156000,0.9723,-0.4077,-0.9432,1.415
15.159000,0.8223,-0.4289,-0.5383,1.072
15.164000,0.6445,-0.4368,-0.1881,0.801
15.168000,0.4526,-0.4152,0.0934,0.621
15.173000,0.2152,-0.4215,0.2969,0.559
15.178000,-0.0035,-0.3839,0.4056,0.559
15.184000,-0.1987,-0.3335,0.4651,0.606
15.189000,-0.3226,-0.2939,0.4583,0.633
15.195000,-0.3820,-0.2457,0.4428,0.634
15.201000,-0.3890,-0.2102,0.4038,0.599
15.205000,-0.3649,-0.1607,0.3459,0.528
15.209000,-0.3237,-0.0943,0.3072,0.456
15.215000,-0.2748,-0.0422,0.2874,0.400
15.219000,-0.2782,0.0557,0.2746,0.395
15.225000,-0.3125,0.0774,0.2591,0.413
15.232000,-0.3875,0.1306,0.2409,0.475
15.234000,-0.5008,0.1483,0.2702,0.588
15.239000,-0.5779,0.2044,0.3616,0.712
15.257000,-0.6430,0.2509,0.4528,0.826
15.258000,-0.6720,0.3402,0.5800,0.951
15.258000,-0.6650,0.4148,0.6688,1.030
15.262000,-0.7279,0.5201,0.7052,1.139
15.265000,-0.7801,0.5844,0.7249,1.215
15.269000,-0.8774,0.6366,0.6634,1.271
15.274000,-0.9535,0.6818,0.5396,1.290
15.281000,-0.9869,0.6867,0.4036,1.268
15.285000,-0.9029,0.6800,0.2891,1.167
15.291000,-0.7243,0.6688,0.2294,1.012
15.296000,-0.4768,0.6290,0.2081,0.816
15.300000,-0.2032,0.5890,0.1559,0.642
15.306000,0.0129,0.5037,0.0607,0.507
15.312000,0.1955,0.4020,-0.0656,0.452
15.316000,0.3397,0.3321,-0.2162,0.522
15.322000,0.5108,0.2990,-0.3050,0.666
15.333000,0.6635,0.2645,-0.3203,0.783
15.334000,0.8148,0.2261,-0.2787,0.890
15.336000,0.9164,0.1620,-0.2018,0.952
15.341000,0.9901,0.0863,-0.0940,0.998
15.350000,1.0408,-0.0157,0.0447,1.042
15.351000,1.0690,-0.0631,0.2028,1.090
15.357000,1.0245,-0.0969,0.3637,1.091
15.362000,0.9646,-0.0958,0.4893,1.086
15.366000,0.8582,-0.1244,0.5652,1.035
15.371000,0.7121,-0.1661,0.6371,0.970
15.376000,0.5217,-0.1562,0.6834,0.874
15.382000,0.3467,-0.1213,0.6995,0.790
15.388000,0.1722,-0.0848,0.6540,0.682
15.391000,0.0169,-0.0607,0.5634,0.567
15.397000,-0.1763,-0.0009,0.4730,0.505
15.402000,-0.3168,0.0543,0.3779,0.496
15.407000,-0.4283,0.1385,0.3328,0.560
15.415000,-0.5156,0.2230,0.2874,0.631
15.419000,-0.6460,0.2985,0.2583,0.757
15.422000,-0.7913,0.3340,0.2406,0.892
15.440000,-0.9180,0.3416,0.2368,1.008
15.441000,-1.0119,0.3930,0.2730,1.119
15.441000,-1.0487,0.4425,0.3853,1.202
15.443000,-1.0716,0.4706,0.5283,1.284
15.448000,-1.0828,0.4533,0.6641,1.349
15.452000,-1.1256,0.4426,0.7928,1.446
15.459000,-1.1781,0.3858,0.8788,1.520
15.464000,-1.2093,0.3090,0.9225,1.552
15.468000,-1.2865,0.2119,0.9431,1.609
15.472000,-1.3499,0.0850,0.8569,1.601
15.479000,-1.4377,-0.0262,0.7096,1.604
15.484000,-1.4782,-0.1356,0.4530,1.552
15.488000,-1.4931,-0.2738,0.1204,1.523
15.495000,-1.4988,-0.3491,-0.2337,1.557
15.498000,-1.4401,-0.3611,-0.5690,1.590
15.505000,-1.3600,-0.3524,-0.8668,1.651
15.509000,-1.2584,-0.3084,-1.0843,1.690
15.513000,-1.1403,-0.3009,-1.2264,1.701
15.518000,-1.0703,-0.3008,-1.3173,1.724
15.525000,-1.0180,-0.2989,-1.3832,1.743
15.532000,-0.9428,-0.2928,-1.3882,1.703
15.535000,-0.8854,-0.2851,-1.3370,1.629
15.539000,-0.7882,-0.2764,-1.2316,1.488
15.550000,-0.6677,-0.2622,-1.0552,1.276
15.551000,-0.5209,-0.2596,-0.8625,1.041
15.555000,-0.3284,-0.2426,-0.6677,0.783
15.559000,-0.0753,-0.1442,-0.4564,0.485
15.564000,0.1504,-0.0126,-0.2022,0.252
15.570000,0.3656,0.1042,0.0901,0.391
15.575000,0.5175,0.2352,0.3679,0.677
15.579000,0.5795,0.3250,0.6455,0.926
15.584000,0.5366,0.4074,0.8991,1.124
15.590000,0.4650,0.4485,1.1671,1.334
15.597000,0.3597,0.5056,1.4520,1.579
15.601000,0.2655,0.5567,1.7661,1.871
15.605000,0.1392,0.5589,1.9107,1.996
15.610000,0.1396,0.5887,2.0488,2.136
15.615000,0.0517,0.6070,2.3386,2.417
15.621000,0.0185,0.6494,2.5245,2.607
15.626000,-0.0303,0.6387,2.6166,2.694
15.633000,-0.1281,0.5891,2.6055,2.674
15.636000,-0.2270,0.5175,2.5080,2.571
15.640000,-0.2718,0.4577,2.3408,2.401
15.657000,-0.2476,0.3909,2.0417,2.093
15.658000,-0.2092,0.3251,1.6173,1.663
15.659000,-0.1853,0.2346,1.1248,1.164
15.662000,-0.1250,0.1203,0.5827,0.608
15.666000,-0.0499,0.0239,0.0621,0.083
15.671000,0.0569,-0.0349,-0.4039,0.409
15.675000,0.1622,-0.0581,-0.7752,0.794
15.681000,0.2156,-0.0811,-1.0092,1.035
15.688000,0.2889,-0.1252,-1.2858,1.324
15.691000,0.3417,-0.1517,-1.4590,1.506
15.696000,0.3766,-0.1777,-1.5242,1.580
15.703000,0.4011,-0.2013,-1.4476,1.516
15.708000,0.3889,-0.2542,-1.2696,1.352
15.716000,0.3233,-0.3061,-1.0637,1.153
15.717000,0.2085,-0.3769,-0.8008,0.909
15.722000,0.0606,-0.4359,-0.5596,0.712
15.742000,-0.0894,-0.4235,-0.3781,0.575
15.743000,-0.2469,-0.4477,-0.2466,0.568
15.743000,-0.3760,-0.3984,-0.1577,0.570
15.743000,-0.4746,-0.3809,-0.1115,0.619
15.748000,-0.5639,-0.3522,-0.0984,0.672
15.753000,-0.6301,-0.3553,-0.1039,0.731
15.757000,-0.6899,-0.4069,-0.1782,0.821
15.762000,-0.7410,-0.4399,-0.2711,0.903
15.768000,-0.8026,-0.4949,-0.4066,1.027
15.772000,-0.8194,-0.5523,-0.5610,1.136
15.778000,-0.7957,-0.6050,-0.6840,1.211
15.783000,-0.7093,-0.5907,-0.7806,1.209
15.788000,-0.5912,-0.5688,-0.8678,1.194
15.793000,-0.5106,-0.5249,-0.9432,1.194
15.798000,-0.4480,-0.4898,-0.9857,1.188
15.805000,-0.4371,-0.3602,-0.9788,1.131
15.810000,-0.4350,-0.2485,-0.9395,1.065
15.817000,-0.4995,-0.1092,-0.8223,0.968
15.818000,-0.6088,0.0026,-0.6226,0.871
15.824000,-0.7707,0.1296,-0.3354,0.850
15.845000,-0.9311,0.2166,-0.0252,0.956
15.846000,-1.0660,0.3158,0.2938,1.150
15.847000,-1.1970,0.3526,0.6317,1.399
15.847000,-1.2910,0.4245,0.9576,1.662
15.850000,-1.3862,0.4570,1.2505,1.922
15.854000,-1.3991,0.4640,1.4675,2.080
15.860000,-1.4351,0.4783,1.6476,2.237
15.864000,-1.4417,0.4039,1.7647,2.314
15.870000,-1.4238,0.3101,1.7665,2.290
15.874000,-1.3575,0.2282,1.6649,2.160
15.879000,-1.2259,0.1273,1.4001,1.865
15.886000,-1.0695,0.0227,0.9908,1.458
15.890000,-0.8347,-0.0298,0.5562,1.004
15.894000,-0.6021,-0.0604,0.1004,0.613
15.901000,-0.3542,-0.0827,-0.3101,0.478
15.905000,-0.1264,-0.0698,-0.6759,0.691
15.909000,0.0719,-0.1074,-0.9279,0.937
15.916000,0.2211,-0.1284,-1.1310,1.160
15.920000,0.3470,-0.1567,-1.2470,1.304
15.924000,0.4234,-0.1825,-1.3169,1.395
15.936000,0.4953,-0.1414,-1.3118,1.409
15.937000,0.5582,-0.0791,-1.1958,1.322
15.941000,0.6028,-0.0034,-0.9592,1.133
15.946000,0.6244,0.0681,-0.6636,0.914
15.950000,0.5987,0.1615,-0.3495,0.712
15.955000,0.5273,0.2141,-0.0644,0.573
15.961000,0.4438,0.2973,0.1943,0.568
15.968000,0.3741,0.3484,0.4390,0.674
15.970000,0.3111,0.3717,0.7155,0.864
15.976000,0.2738,0.3331,0.9262,1.022
15.981000,0.2045,0.1941,1.0476,1.085
15.987000,0.1151,0.0195,1.0102,1.017
15.992000,0.0750,-0.1763,0.8813,0.902
15.996000,0.0873,-0.3594,0.6821,0.776
16.001000,0.1700,-0.4744,0.4794,0.696
16.006000,0.2831,-0.5400,0.2731,0.668
16.011000,0.3623,-0.6135,0.0460,0.714
16.016000,0.4076,-0.6797,-0.2022,0.818
16.023000,0.3873,-0.7335,-0.4623,0.950
16.027000,0.3231,-0.7644,-0.7158,1.096
16.034000,0.2052,-0.7025,-0.9177,1.174
16.037000,0.0741,-0.6192,-1.0135,1.190
16.042000,-0.0755,-0.4882,-1.0033,1.118
16.059000,-0.2102,-0.3550,-0.8728,0.965
16.060000,-0.3423,-0.2320,-0.6387,0.761
16.061000,-0.4791,-0.1006,-0.3342,0.593
16.062000,-0.5920,0.0222,0.0410,0.594
16.069000,-0.6857,0.1427,0.4346,0.824
16.073000,-0.7550,0.2984,0.8520,1.177
16.077000,-0.8219,0.3738,1.2842,1.570
16.082000,-0.9537,0.4232,1.6503,1.952
16.087000,-1.1225,0.4101,1.8719,2.221
16.093000,-1.2861,0.3486,1.9758,2.383
16.098000,-1.4686,0.2717,2.0056,2.501
16.102000,-1.5866,0.1387,1.8967,2.477
16.107000,-1.6421,-0.0139,1.6513,2.329
16.117000,-1.6567,-0.1566,1.2310,2.070
16.117000,-1.6011,-0.3027,0.6518,1.755
16.123000,-1.4770,-0.4132,0.0570,1.535
16.143000,-1.2934,-0.5109,-0.5688,1.502
16.144000,-1.1049,-0.5686,-1.1254,1.677
16.145000,-0.8800,-0.6245,-1.5272,1.870
16.145000,-0.7169,-0.7016,-1.8707,2.123
16.150000,-0.5390,-0.7614,-2.2157,2.404
16.154000,-0.3270,-0.7798,-2.4359,2.579
16.159000,-0.1424,-0.7733,-2.5244,2.644
16.164000,0.0533,-0.7157,-2.5194,2.620
16.168000,0.1958,-0.6551,-2.4044,2.500
16.175000,0.3037,-0.5607,-2.2029,2.293
16.180000,0.3604,-0.4116,-1.9197,1.996
16.185000,0.3578,-0.2942,-1.5497,1.617
16.188000,0.3341,-0.1399,-1.1093,1.167
16.194000,0.2482,0.0197,-0.6268,0.674
16.200000,0.1166,0.1553,-0.1187,0.228
16.204000,-0.0132,0.2422,0.3654,0.439
16.208000,-0.1271,0.2799,0.6944,0.759
16.217000,-0.2420,0.2891,1.0771,1.141
16.220000,-0.3866,0.2621,1.4231,1.498
16.224000,-0.4484,0.2124,1.6803,1.752
16.241000,-0.4607,0.1612,1.8873,1.949
16.242000,-0.4494,0.0867,2.0135,2.065
16.242000,-0.4528,0.0104,2.0063,2.057
16.246000,-0.4087,-0.1245,1.8081,1.858
16.250000,-0.3794,-0.2334,1.4280,1.496
16.255000,-0.3335,-0.3508,0.9133,1.034
16.260000,-0.2658,-0.4182,0.3516,0.608
16.266000,-0.1640,-0.4127,-0.1957,0.485
16.270000,-0.0630,-0.3620,-0.6601,0.755
16.275000,0.0418,-0.2891,-1.0425,1.083
16.281000,0.1413,-0.1838,-1.2597,1.281
16.287000,0.1874,-0.0793,-1.3386,1.354
16.290000,0.2396,0.0675,-1.3318,1.355
16.297000,0.2397,0.2369,-1.1221,1.172
16.301000,0.1228,0.3373,-0.7976,0.875
16.305000,0.0057,0.4488,-0.3122,0.547
16.315000,-0.1384,0.5273,0.2105,0.584
16.316000,-0.2911,0.5857,0.7188,0.972
16.321000,-0.4450,0.5946,1.1797,1.394
16.327000,-0.5212,0.5869,1.5556,1.742
16.334000,-0.5669,0.5981,1.8228,2.000
16.336000,-0.5631,0.5944,1.9842,2.147
16.341000,-0.5311,0.6312,2.0396,2.200
16.356000,-0.5164,0.5966,1.9912,2.142
16.357000,-0.4908,0.5485,1.8244,1.967
16.358000,-0.4565,0.4804,1.6011,1.733
16.362000,-0.4088,0.4000,1.3472,1.464
16.367000,-0.3568,0.2450,1.1443,1.223
16.372000,-0.3238,0.0704,0.9373,0.994
16.376000,-0.3124,-0.1622,0.7145,0.797
16.381000,-0.3345,-0.4053,0.3971,0.659
16.388000,-0.3948,-0.6321,0.0330,0.746
16.392000,-0.4494,-0.7994,-0.3590,0.985
16.398000,-0.4336,-0.9234,-0.7623,1.274
16.402000,-0.3898,-0.9445,-1.1100,1.509
16.406000,-0.3199,-0.9103,-1.3260,1.640
16.412000,-0.2600,-0.8561,-1.5804,1.816
16.417000,-0.2201,-0.8292,-1.8666,2.054
16.422000,-0.2270,-0.7544,-2.1351,2.276
16.428000,-0.2523,-0.6046,-2.3459,2.436
16.447000,-0.2770,-0.4125,-2.4545,2.504
16.448000,-0.3253,-0.1582,-2.4254,2.452
16.448000,-0.3948,0.0884,-2.2277,2.264
16.448000,-0.5200,0.3101,-1.8252,1.923
16.453000,-0.7059,0.4314,-1.2960,1.538
16.458000,-0.8939,0.4515,-0.7449,1.248
16.465000,-1.0629,0.4002,-0.1925,1.152
16.468000,-1.2201,0.3265,0.3168,1.302
16.473000,-1.1917,0.2985,0.8725,1.507
16.481000,-1.1780,0.2501,1.4829,1.910
16.483000,-1.1523,0.1657,1.9621,2.282
16.489000,-1.1032,0.0329,2.2343,2.492
16.494000,-1.0934,-0.1290,2.2540,2.509
16.500000,-1.0444,-0.2617,2.0378,2.305
16.503000,-0.9319,-0.3736,1.6734,1.951
16.509000,-0.7359,-0.3960,1.2508,1.504
16.518000,-0.4963,-0.3516,0.7572,0.971
16.519000,-0.2276,-0.2846,0.2826,0.461
16.524000,-0.0251,-0.2273,-0.1596,0.279
16.538000,0.0941,-0.1905,-0.5199,0.562
16.539000,0.1828,-0.1213,-0.7367,0.769
16.539000,0.2554,-0.0029,-0.7647,0.806
16.546000,0.3097,0.0992,-0.5580,0.646
16.549000,0.2760,0.1931,-0.1708,0.378
16.555000,0.1684,0.2344,0.2349,0.372
16.560000,0.0151,0.2196,0.6432,0.680
16.564000,-0.1558,0.1810,0.9833,1.012
16.570000,-0.3036,0.1298,1.2510,1.294
16.574000,-0.3732,0.0869,1.3894,1.441
16.582000,-0.3911,0.0332,1.3630,1.418
16.585000,-0.3769,-0.0570,1.1091,1.173
16.591000,-0.2825,-0.1081,0.6512,0.718
16.598000,-0.1244,-0.1021,0.1486,0.219
16.601000,0.1295,-0.0616,-0.3254,0.356
16.606000,0.4297,0.0335,-0.7094,0.830
16.611000,0.6790,0.1146,-0.9561,1.178
